type,code,name,找空白建,找空白建,白格,,,,,,,,,
水泥,1101,台泥 1101,3,#VALUE!,#VALUE!,,,,,,,,,
水泥,1102,亞泥 1102,3,#VALUE!,#VALUE!,,,,,,,,,
水泥,1103,嘉泥 1103,3,#VALUE!,#VALUE!,,,,,,,,,
水泥,1104,環泥 1104,3,#VALUE!,#VALUE!,,,,,,,,,
水泥,1108,幸福 1108,3,#VALUE!,#VALUE!,,,,,,,,,
水泥,1109,信大 1109,3,#VALUE!,#VALUE!,,,,,,,,,
水泥,1110,東泥 1110,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1201,味全 1201,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1203,味王 1203,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1210,大成 1210,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1213,大飲 1213,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1215,卜蜂 1215,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1216,統一 1216,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1217,愛之味 1217 ,4,#VALUE!,#VALUE!,,,,,,,,,
食品,1218,泰山 1218,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1219,福壽 1219,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1220,台榮 1220,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1225,福懋油 1225,4,#VALUE!,#VALUE!,,,,,,,,,
食品,1227,佳格 1227,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1229,聯華 1229,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1231,聯華食 1231,4,#VALUE!,#VALUE!,,,,,,,,,
食品,1232,大統益 1232,4,#VALUE!,#VALUE!,,,,,,,,,
食品,1233,天仁 1233,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1234,黑松 1234,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1235,興泰 1235,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1236,宏亞 1236,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1256,鮮活果汁-KY 1256,8,#VALUE!,#VALUE!,,,,,,,,,
食品,1702,南僑 1702,3,#VALUE!,#VALUE!,,,,,,,,,
食品,1737,臺鹽 1737,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1301,台塑 1301,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1303,南亞 1303,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1304,台聚 1304,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1305,華夏 1305,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1307,三芳 1307,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1308,亞聚 1308,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1309,台達化 1309,4,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1310,台苯 1310,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1312,國喬 1312,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1313,聯成 1313,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1314,中石化 1314,4,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1315,達新 1315,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1319,東陽 1319,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1321,大洋 1321,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1323,永裕 1323,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1324,地球 1324,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1325,恆大 1325,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1326,台化 1326,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1337,再生-KY 1337,6,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1339,昭輝 1339,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1340,勝悅-KY 1340,6,#VALUE!,#VALUE!,,,,,,,,,
塑膠,1715,萬洲 1715,3,#VALUE!,#VALUE!,,,,,,,,,
塑膠,4306,炎洲 4306,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1402,遠東新 1402,4,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1409,新纖 1409,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1410,南染 1410,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1413,宏洲 1413,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1414,東和 1414,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1416,廣豐 1416,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1417,嘉裕 1417,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1418,東華 1418,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1419,新紡 1419,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1423,利華 1423,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1432,大魯閣 1432,4,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1434,福懋 1434,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1439,中和 1439,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1440,南紡 1440,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1441,大東 1441,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1443,立益 1443,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1444,力麗 1444,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1445,大宇 1445,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1446,宏和 1446,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1447,力鵬 1447,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1449,佳和 1449,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1451,年興 1451,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1452,宏益 1452,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1453,大將 1453,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1454,台富 1454,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1455,集盛 1455,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1456,怡華 1456,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1457,宜進 1457,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1459,聯發 1459,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1460,宏遠 1460,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1463,強盛 1463,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1464,得力 1464,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1465,偉全 1465,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1466,聚隆 1466,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1467,南緯 1467,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1468,昶和 1468,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1469,理隆 1469,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1470,大統染 1470,4,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1472,三洋紡 1472,4,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1473,台南 1473,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1474,弘裕 1474,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1475,本盟 1475,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1476,儒鴻 1476,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,1477,聚陽 1477,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,4414,如興 4414,3,#VALUE!,#VALUE!,,,,,,,,,
紡織纖維 ,4426,利勤 4426,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1503,士電 1503,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1504,東元 1504,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1506,正道 1506,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1507,永大 1507,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1512,瑞利 1512,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1513,中興電 1513,4,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1514,亞力 1514,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1515,力山 1515,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1517,利奇 1517,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1519,華城 1519,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1521,大億 1521,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1522,堤維西 1522,4,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1524,耿鼎 1524,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1525,江申 1525,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1526,日馳 1526,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1527,鑽全 1527,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1528,恩德 1528,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1529,樂士 1529,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1530,亞崴 1530,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1531,高林股 1531,4,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1532,勤美 1532,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1533,車王電 1533,4,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1535,中宇 1535,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1536,和大 1536,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1537,廣隆 1537,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1538,正峰新 1538,4,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1539,巨庭 1539,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1540,喬福 1540,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1541,錩泰 1541,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1558,伸興 1558,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1560,中砂 1560,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1583,程泰 1583,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1589,永冠-KY 1589,6,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,1590,亞德客-KY 1590,7,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,2049,上銀 2049,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,2228,劍麟 2228,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,2231,為升 2231,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,2371,大同 2371,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,3167,大量 3167,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,4526,東台 4526,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,4532,瑞智 4532,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,6605,帝寶 6605,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,8374,羅昇 8374,3,#VALUE!,#VALUE!,,,,,,,,,
電機機械 ,8996,高力 8996,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1603,華電 1603,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1604,聲寶 1604,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1605,華新 1605,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1608,華榮 1608,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1609,大亞 1609,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1611,中電 1611,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1612,宏泰 1612,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1613,台一 1613,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1614,三洋電 1614,4,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1615,大山 1615,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1616,億泰 1616,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1617,榮星 1617,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1618,合機 1618,3,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,1626,艾美特-KY 1626,7,#VALUE!,#VALUE!,,,,,,,,,
電器電纜 ,4930,燦星網 4930,4,#VALUE!,#VALUE!,,,,,,,,,
化工,1316,上曜 1316,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1704,榮化 1704,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1708,東鹼 1708,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1709,和益 1709,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1710,東聯 1710,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1711,永光 1711,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1712,興農 1712,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1713,國化 1713,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1714,和桐 1714,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1717,長興 1717,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1718,中纖 1718,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1721,三晃 1721,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1722,台肥 1722,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1723,中碳 1723,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1724,台硝 1724,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1725,元禎 1725,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1726,永記 1726,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1727,中華化 1727 ,4,#VALUE!,#VALUE!,,,,,,,,,
化工,1730,花仙子 1730 ,4,#VALUE!,#VALUE!,,,,,,,,,
化工,1732,毛寶 1732,3,#VALUE!,#VALUE!,,,,,,,,,
化工,1735,日勝化 1735,4,#VALUE!,#VALUE!,,,,,,,,,
化工,1773,勝一 1773,3,#VALUE!,#VALUE!,,,,,,,,,
化工,4720,德淵 4720,3,#VALUE!,#VALUE!,,,,,,,,,
化工,4722,國精化 4722,4,#VALUE!,#VALUE!,,,,,,,,,
化工,4725,信昌化 4725,4,#VALUE!,#VALUE!,,,,,,,,,
化工,4733,上緯 4733,3,#VALUE!,#VALUE!,,,,,,,,,
化工,4755,三福化 4755,4,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1701,中化 1701,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1707,葡萄王 1707,4,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1720,生達 1720,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1729,必翔 1729,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1731,美吾華 1731,4,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1733,五鼎 1733,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1734,杏輝 1734,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1736,喬山 1736,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1762,中化生 1762,4,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1783,和康生 1783,4,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1786,科妍 1786,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,1789,神隆 1789,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,3164,景岳 3164,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,3705,永信 3705,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4104,佳醫 4104,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4106,雃博 4106,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4108,懷特 4108,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4119,旭富 4119,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4133,亞諾法 4133,4,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4137,麗豐-KY 4137,6,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4141,龍燈-KY 4141,6,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4142,國光生 4142,4,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4144,康聯-KY 4144,6,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4164,承業醫 4164,4,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4737,華廣 4737,3,#VALUE!,#VALUE!,,,,,,,,,
生技醫療,4746,台耀 4746,3,#VALUE!,#VALUE!,,,,,,,,,
玻璃陶瓷,1802,台玻 1802,3,#VALUE!,#VALUE!,,,,,,,,,
玻璃陶瓷,1806,冠軍 1806,3,#VALUE!,#VALUE!,,,,,,,,,
玻璃陶瓷,1809,中釉 1809,3,#VALUE!,#VALUE!,,,,,,,,,
玻璃陶瓷,1810,和成 1810,3,#VALUE!,#VALUE!,,,,,,,,,
玻璃陶瓷,1817,凱撒衛 1817,4,#VALUE!,#VALUE!,,,,,,,,,
造紙 ,1902,台紙 1902,3,#VALUE!,#VALUE!,,,,,,,,,
造紙 ,1903,士紙 1903,3,#VALUE!,#VALUE!,,,,,,,,,
造紙 ,1904,正隆 1904,3,#VALUE!,#VALUE!,,,,,,,,,
造紙 ,1905,華紙 1905,3,#VALUE!,#VALUE!,,,,,,,,,
造紙 ,1906,寶隆 1906,3,#VALUE!,#VALUE!,,,,,,,,,
造紙 ,1907,永豐餘 1907,4,#VALUE!,#VALUE!,,,,,,,,,
造紙 ,1909,榮成 1909,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2002,中鋼 2002,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2006,東和鋼鐵 2006,5,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2007,燁興 2007,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2008,高興昌 2008,4,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2009,第一銅 2009,4,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2010,春源 2010,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2012,春雨 2012,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2013,中鋼構 2013,4,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2014,中鴻 2014,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2015,豐興 2015,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2017,官田鋼 2017,4,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2020,美亞 2020,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2022,聚亨 2022,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2023,燁輝 2023,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2024,志聯 2024,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2025,千興 2025,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2027,大成鋼 2027,4,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2028,威致 2028,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2029,盛餘 2029,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2030,彰源 2030,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2031,新光鋼 2031,4,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2032,新鋼 2032,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2033,佳大 2033,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2034,允強 2034,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,2038,海光 2038,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,3004,豐達科 3004,4,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,5007,三星 5007,3,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,5538,東明-KY 5538,6,#VALUE!,#VALUE!,,,,,,,,,
鋼鐵 ,9958,世紀鋼 9958,4,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2101,南港 2101,3,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2102,泰豐 2102,3,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2103,台橡 2103,3,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2104,中橡 2104,3,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2105,正新 2105,3,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2106,建大 2106,3,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2107,厚生 2107,3,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2108,南帝 2108,3,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2109,華豐 2109,3,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2114,鑫永銓 2114,4,#VALUE!,#VALUE!,,,,,,,,,
橡膠 ,2115,六暉-KY 2115,6,#VALUE!,#VALUE!,,,,,,,,,
汽車 ,1338,廣華-KY 1338,6,#VALUE!,#VALUE!,,,,,,,,,
汽車 ,2201,裕隆 2201,3,#VALUE!,#VALUE!,,,,,,,,,
汽車 ,2204,中華 2204,3,#VALUE!,#VALUE!,,,,,,,,,
汽車 ,2206,三陽工業 2206,5,#VALUE!,#VALUE!,,,,,,,,,
汽車 ,2207,和泰車 2207,4,#VALUE!,#VALUE!,,,,,,,,,
汽車 ,2227,裕日車2227 ,8,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,1437,勤益控 1437,4,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2302,麗正 2302,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2303,聯電 2303,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2311,日月光 2311,4,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2325,矽品 2325,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2329,華泰 2329 ,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2330,台積電 2330,4,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2337,旺宏 2337,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2338,光罩 2338,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2342,茂矽 2342,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2344,華邦電 2344,4,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2351,順德 2351,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2363,矽統 2363,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2369,菱生 2369,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2379,瑞昱 2379,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2388,威盛 2388,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2401,凌陽 2401,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2408,南亞科 2408,4,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2434,統懋 2434,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2436,偉詮電 2436,4,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2441,超豐 2441,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2449,京元電子 2449,5,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2451,創見 2451,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2454,聯發科 2454,4,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2458,義隆 2458,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,2481,強茂 2481,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,3006,晶豪科 3006,4,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,3014,聯陽 3014,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,3016,嘉晶 3016,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,3034,聯詠 3034,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,3035,智原 3035,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,3041,揚智 3041,3,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,3054,立萬利 3054,4,#VALUE!,#VALUE!,,,,,,,,,
半導體 ,3094,聯傑 3094,3,#VALUE!,#VALUE!,,,,,,,,,
